,user_id,com,div,ff,total
0,7c410fec-78b5-404c-9973-f7bc1c281f18,,,,
1,1cd5d031-6ce9-4d5f-ada6-0a99d614105a,,,,
2,ed3354d7-5212-4cca-9bfe-66e795b43c72,,,,
3,2a5f0a88-3081-426f-b841-fe03ec4319ed,,,,
4,1eef80d9-1c48-4dce-9146-db7c88e66cff,,,,
5,53c8dfc0-dab3-4a2b-b951-e763a8440b78,,,,
6,f6636623-b033-41ac-aaa8-a598a30a49d8,,,,
7,f48c03c0-dd92-446d-b720-53e9ea1bacd8,,,,
8,f4386dc7-5d3c-4ca4-8b56-916fafd26f94,112.04,-4.40,19.98,127.62
9,b5f26135-586b-4636-a50a-313248fb6f54,,,,
10,d0e2f3b7-b728-4ea8-bbd9-958758da7426,,,,
11,7a5a398c-2b1f-41ab-b163-b6bbe9626c91,,,,
12,b5bc9560-08ed-47f0-8d31-3288d50beac1,,,,
13,66359b1b-7f59-4ce8-9dfe-dfecb7b90d73,,,,
14,6b572d8d-0feb-4f29-ace7-224c6f2658a1,,,,
15,35232b11-eec0-4779-86e5-8a04d7808c04,13.13,-0.75,5.70,18.08
16,ceb62175-e7fa-4d51-8bf3-4781f64cc905,,,,
17,0fea156d-1251-484f-b6e3-6846074cf37c,,,,
18,218255ec-f98b-4c38-8633-3c94fc67651a,,,,
19,17b515bd-914f-4f25-b175-ce9faf3ee7a6,,,,
20,16dd3465-d3a4-469e-aca0-333ea66f78c2,,,,
21,730941a5-c208-439c-b2c9-e2b75ed8a173,,,,
22,f8a42483-5473-477a-853f-adb3c77568fc,,,,
23,a18e150a-9f6a-4173-96a9-7cec209a54f7,,,,
24,a4de805b-de5e-4f77-b007-b27bccb87c9d,,,,
25,ba65cf7f-faa5-461f-887f-fd06faf2398d,,,,
26,66289ce9-eb6d-4445-9bcf-19a94222e634,,,,
27,f7c5c878-8317-4a93-88a3-17b8b71b316c,,,,
28,b362df0f-487c-480a-9f63-580be0b163e8,,,,
29,267c75f3-d0cb-401c-80de-a67ae3bb990c,,,,
30,3f192bdc-b651-4ee8-a3ca-7a78cf49d712,,,,
31,7253ca06-7278-4ca0-a61e-3fe3645fb68b,,,,
32,4461270c-a9cf-4d6f-ae11-6ccb92edf375,,,,
33,0c539ca9-3511-46f0-bba8-e8b6e8b12332,,,,
34,70e1d6d5-ab69-4beb-911d-dcda1669c585,,,,
35,a262286d-ccca-4fb6-a7c2-a71cf3a990d4,,,,
36,a0cd07ca-d538-455a-8cd8-43d2b8006225,,,,
37,461d4bcf-2ed4-4bb9-b863-eac1d63e3bad,,,,
38,26a85f8e-414a-4a5a-a919-fdc2426a90af,,,,
39,47cdb37e-772d-4aa2-bb4a-f6da990b1b21,,,,
40,1e70a8a2-3ce0-445b-9b93-686252f491fe,,,,
41,0118ae32-3f1b-4ba1-93ca-0b1a528a915e,,,,
42,602493fe-939d-466e-9a13-491dbe1c584d,,,,
43,a62ef21b-4a43-44fe-a77b-56dc2074fef4,5.50,0.05,0.00,5.55
44,35fac2b3-d4fd-43ce-9f41-38da5a298fb4,,,,
45,05659094-9b5b-4cf3-9d37-0e40b9e13228,,,,
46,4f502cbd-e3a6-40b0-8cbc-a3c55d97f0ce,,,,
47,d3f2098a-594c-4da7-a274-69f11afa9131,,,,
48,85141747-e349-4945-ac3d-cc9032aa9dbc,,,,
49,f47e9b1b-0778-4809-98ff-008ad8df347a,,,,
50,479059eb-4d7c-49f1-b9cc-d0ee4b8b860a,,,,
51,4d0216f6-deed-4245-9165-882fffb32438,,,,
52,52c21f81-7a3f-44ae-95c8-14a905dd926e,,,,
53,28155c20-2aa3-4128-a8eb-4b28b92af09f,,,,
54,172d1325-af63-4218-a5ac-a48e12591810,,,,
55,aeccb023-f9b3-492b-b05b-0bc0be44d68d,,,,
56,0723b35d-054a-4995-a165-e1bb5d19d15a,65.71,-33.78,119.10,151.03
57,34664e8a-66cc-4dbf-8e67-401989bab949,,,,
58,2feb7c22-d24c-47a9-945e-7413a3301923,,,,
59,c8bb3616-17dd-4123-a7d5-0c0e151ae89b,,,,
60,07900680-17de-4143-92e8-01aba5fe3477,,,,
61,1d2fae36-3691-4372-aee8-eb04114445c8,,,,
62,fb4837f1-e1cf-480a-acc1-263eb3d93e27,,,,
63,f090b86f-339f-41a3-b8f4-35eca3ea46e0,,,,
64,c4c87422-b4b1-4529-9c1f-a573d52e9963,,,,
65,3cdd95a4-b1d2-467d-a607-82dbbfb1e437,,,,
66,3885e676-5436-4d72-a286-97ea2ab296fe,,,,
67,7794d589-9f8a-4c42-9d75-a239e2b15121,,,,
68,28cc2ae0-48a8-4a64-b454-84d5d9fa4a35,,,,
69,b522e736-7080-4433-a6dd-929906b900b1,,,,
70,cb9e686b-bb7a-43f0-b189-cc9c8bae8401,,,,
71,08d5fd65-b55f-435a-b6c1-2940eaedb3d5,,,,
72,c07134bc-cfe5-40db-8bfa-2b6bfd19b451,,,,
73,5b63a716-b95d-4787-936d-e6c1daf99ae0,28.86,0.00,8.96,37.82
74,68069e13-0098-4d10-b30b-076ffe1f849e,,,,
75,9b59a63d-0ca4-425d-8277-8a4aba01236d,,,,
76,fafae83b-dfa3-4da6-91a4-ba3204e988c9,,,,
77,5227b3af-5488-4e75-9a80-0b61ccbf99be,,,,
78,3a9091b6-f407-4c64-9760-1afae630763c,,,,
79,ee0f0239-a1dc-47eb-a4ca-a21bc468c0eb,,,,
80,026aff0f-de90-426e-877e-c4c9fb7504ac,,,,
81,52b15a87-bf55-4ace-aa63-a54ecb8cc44a,,,,
82,92e0ab28-ba1d-4d63-a100-ad94662e7204,,,,
83,aefd5fe0-8814-43bc-9c9f-3865b3ee9b53,,,,
84,3917c4f7-476c-4f3b-93f0-be6102684f5b,,,,
85,cb5ecbe7-da6b-46d8-9235-3d847c3c3d0d,,,,
86,2fcea625-53fb-4fb0-93a7-a4569a6679b2,,,,
87,382acd66-b695-424e-9f46-3cc5975da5cb,,,,
88,5aeadfee-85c2-4e39-9152-dedc73391349,,,,
89,2278d6fc-3241-4287-96a8-9898fdc55e04,,,,
90,fcb8def8-e155-41d4-8043-2cde1b5224e2,,,,
91,f3eb8dc5-b32d-4af8-8921-571ada16fd8b,,,,
92,f229849b-a5f2-4fef-a151-9824176b739f,,,,
93,41d9377f-9c9b-43f7-bc00-dffec36515a0,,,,
94,391311ae-2d5e-416b-aace-5f4f61a35293,,,,
95,4fd66785-8493-44b3-a3de-cc27f10905ba,,,,
96,ebe0ba2d-606d-4843-a963-1d4a38341ef7,,,,
97,b0c1c65e-b5a2-49e4-a6a5-193a17181714,,,,
