,user_id,com,div,ff,total
133,88d5a378-d093-4bcc-b325-b515ad5c691b,,,,
134,9f3e3813-3f09-4256-bd00-6a856f950cd4,,,,
135,d914a763-a56a-4122-8f9a-34dc7efa34e2,,,,
136,ab7d79f8-ab27-4795-9dd2-df3ab390fcec,,,,
137,0597b60c-4c06-4bf9-93e3-ec3a22f02f40,,,,
138,b42be770-08d8-430a-89cb-e00065cb099b,,,,
139,0b8bb905-b116-44df-9075-157e2614e746,99.98,0.12,2.63,102.73
140,456836af-e5b4-4391-98ba-8df0b3e2e70b,,,,
141,daa76072-a771-434b-87e2-ef0d7c3433ec,,,,
142,da1d8eb1-661f-455f-8b56-bda723a664e5,,,,
143,80505c8e-2f64-4f79-bf3e-72e5acf86986,,,,
144,21d5e671-75e5-482d-ac75-2c42a40060dc,,,,
145,c5f4d672-e4bb-40e7-8886-fdc6d71c586f,,,,
146,79d5fcfb-e73d-4f2b-95e2-f6b6dc2a9b01,,,,
147,030ba9b3-f4ac-4ffe-8203-e0ab2848743f,,,,
148,85aeee2d-956b-4c2e-895f-1c7711cd115e,,,,
149,e9be05c8-a139-4093-acc5-c504af160b5c,,,,
150,6af04fc3-c3ee-4d87-bec6-dcdc017fc4c7,,,,
151,d1ca0f0c-da62-4349-ae13-53db57c5cea5,,,,
152,63bdd227-6c45-4338-916a-fe3422ad2e63,,,,
153,a3999019-1c90-493c-b5f1-f769f0a8466a,,,,
154,ea6807d0-d803-47c4-afb9-ffa5b240afa9,,,,
155,5f0eba18-eb9f-4a20-b053-2c0c0d2fba61,,,,
156,5d37cb3a-838a-47f0-abb8-fe5420a076ed,,,,
157,c7455aff-c74c-4fb3-9af4-0dec6c3a0653,,,,
158,c0e478a5-f8ca-41a2-ad20-28728595745a,,,,
159,d68fd3af-4234-4d33-bd5a-740c2d3622c6,,,,
160,72adddfa-353c-4cee-b02f-bfe840d040f3,,,,
161,7326c761-6c4e-4183-aa95-f835dce2c614,,,,
162,1f36d405-091b-4345-b252-579273e28faf,,,,
163,92110124-7383-437c-8883-747cc79df76e,,,,
164,99d74de3-d7a2-4f11-9bd4-66c713aa5769,,,,
165,0b16ccf0-0385-4752-8ea2-7d91fe44d5f8,,,,
166,4f8fc559-69c0-445a-9e75-3ac0ff80e505,,,,
167,742946a3-c814-43d5-b665-181d45a24c88,,,,
168,8f8e9ee1-a8e0-4d01-8299-e77ac58d5898,,,,
169,473b3166-7f5e-422d-977f-9135b0d1ca04,,,,
170,98acdd42-a9d3-44e5-9e30-52c9af9c2e90,,,,
171,e175ab32-0ded-4e5e-882a-a9f68aee6c07,,,,
172,9d1636c2-b9ac-4739-bd62-1555060cde50,,,,
173,29f13c80-2253-486b-9cb9-96dafc162187,,,,
174,2713add4-c934-402f-8fc1-602ae61a22b7,,,,
175,ddeee1e2-fdb9-4ae6-9457-1d23d863003f,,,,
176,c20ec786-7645-43d6-a99f-96c1057d9d06,,,,
177,1f90166c-c816-4f01-810a-df785c7dc64e,,,,
178,6a3bca92-4dfa-49eb-90b9-75c8f3d1894d,,,,
179,cd9b01a3-1e8b-4867-8c73-b6f4e96f4f24,,,,
180,4a9b3a11-4fa6-48c4-bbec-e7aafb53e3fe,,,,
181,f711244e-cc83-4aaf-b3e2-a402bb9d8b72,,,,
182,578a0ae6-8bd0-4701-82d6-f6f8dbc01c00,,,,
183,565bbdaf-dd82-4169-ae50-dd83f90042df,,,,
184,8b0c85ad-6f05-45c3-aa26-61bffb4b3f81,,,,
185,4a97f0da-f9e8-4738-86d0-fda8bd35da1d,,,,
186,33e5a8e3-ebf5-4625-bf76-0d88342ec9db,,,,
187,2696ae68-0568-4091-940b-c1c52ab0d9e3,,,,
188,83aa7b83-5fb5-4bee-b9e7-00bd6a61cfd9,,,,
189,04e4fa3d-2eb1-4365-9667-efd48d78c315,,,,
190,77d54b4c-5029-4f83-9f97-ebea4df609b0,,,,
191,60a9719f-95a6-455f-8d13-543db1b4a79f,,,,
192,a17f069d-dce7-4c82-8534-a766e1cfad8d,,,,
193,ca8d9e62-01dc-4788-91c0-7e73eccc5161,,,,
194,f435c790-d1de-44ba-889f-242a5f11e0d0,,,,
195,48415277-a0b3-48fa-b200-f4dffa74c18c,,,,
196,6ada71f3-80c9-47ae-97f0-ca61c35eaa9b,,,,
197,ef6ed50b-6f2a-4874-ab3a-c661d3bcd3cf,,,,
198,317d845a-0f21-4dcd-b6ab-eddeb11a2ad5,,,,
199,dfff5100-48c5-4bb4-b53f-6c7c20a48856,,,,
200,39f78490-9ad8-43a3-aae6-b222baee111b,,,,
201,1c6f3704-7d1b-4fbb-a16c-1b23548dae7b,,,,
202,bc742363-6f92-4870-ac9a-a482c86a4292,,,,
203,8999e49a-e9c6-4707-956e-fccde1f4594c,,,,
204,47bbf383-22a5-4e71-b333-607cdc252745,,,,
205,f302db1c-ac23-4920-8035-d2b1d6d89499,,,,
206,f1ac41bc-565e-4861-851b-a3d73519102c,,,,
207,5f5e4da2-12d0-46a5-af3e-9d93a9ef30e8,,,,
208,ae41788e-54bb-489a-941e-811e3b4187d2,,,,
209,31f464b8-e28c-4a2d-a48f-0674231dd796,11.55,-0.17,0.64,12.02
210,1f235296-9519-474e-96b0-0d641452b196,,,,
211,3e07a74d-97c7-46c8-bcea-ff5873a09635,,,,
212,526182bc-334b-4cba-b599-e7f745977f0f,,,,
213,2e35a6ed-c14c-455a-9ccc-ec7b66db5707,,,,
214,08a1cc85-df3b-460f-a941-e26614f5345b,,,,
215,b0be1df9-b82f-4080-8bfd-86c030de44b3,,,,
216,ccb00e46-e290-496b-98e4-bcecd09925f3,,,,
217,4997699c-0517-485a-9252-a7c944c723ff,,,,
218,f2b8a544-365d-400a-b0e3-a97170fac786,,,,
219,209f31ed-7701-4b28-b11f-6ba3181a35d9,,,,
220,1fd043ee-120f-43b6-99ac-7a4cc646f186,,,,
221,77234e09-0db6-4c2b-a7c3-c9be3ef40b09,,,,
222,5cb0f2a8-6c97-4f3b-a616-eff063a805a0,,,,
223,56bc1c0f-afc0-480b-8273-9f2b378a76b2,,,,
224,4916fc89-626d-447c-ba8a-a9eaa2c0520d,,,,
225,28a17582-3723-4f82-b25a-369772c7247a,,,,
226,41081ffd-3a49-4678-8e92-12d7dbeec1b1,,,,
227,70375d11-24c0-4960-883d-4feb5a84f79d,,,,
228,e739706e-0066-45b1-9c19-99fbb8d611de,,,,
229,653442a7-18cd-403e-bd8e-437044c2f341,,,,
230,8b7f2236-47c2-41ad-b175-22fc1ed43742,,,,
231,a359a5a6-c8e7-4003-9dd2-43d190589b52,,,,
232,37cec5db-7d1c-4dd0-81f8-a49b4935f922,,,,
233,98170883-2f43-4663-adb3-9243ec3a8f9d,,,,
234,42d71fbf-a022-498a-bb27-879e92069e0a,,,,
235,ce3ce985-6ec6-480d-b7f3-6153c2b75f78,,,,
236,d186c25a-1c85-4516-a1aa-bfa6c79bb240,,,,
237,baa88422-5fac-4366-996a-38e218f1c21b,,,,
238,2263b59b-1553-420d-bbf9-06b17caaa512,172.14,-1.48,2.51,173.17
239,eb56862e-f6b3-4f27-a684-9eae35730874,,,,
240,3e932b05-eaf2-451d-a0a8-0e0b9a7f532e,,,,
241,cf5db84c-3374-442b-a510-7917bc9b4c00,,,,
242,c89d4ca1-54b3-489e-a3b2-754576c86392,,,,
243,86b376fd-342c-4e29-add2-7bc1d68f9ee3,,,,
244,c1db0a27-5cb1-44fd-9ced-31d3212d3813,,,,
245,5add3874-c2c3-408d-aef2-4db5f9c5ec3c,,,,
246,04c6c3e7-ae38-4c03-9241-fdae5b699efe,,,,
247,f93ba8df-0f4f-4d42-81ee-658f8a2f067b,,,,
248,5fd7746d-2cbd-400e-bab1-37838fde9f0d,,,,
249,b5973ddc-375f-43ec-97e3-1dccb86007bf,,,,
250,db387be0-a5d8-477d-8e67-e1749bb5b7e9,,,,
251,edb9e4e6-5ace-496f-bbbf-32f4a558ef6d,,,,
252,a483e1fe-16b0-4889-9464-87da8a63ba61,100.75,0.12,1.84,102.71
253,0b109a30-7b46-4d4f-af6c-25ec5afa61d6,,,,
254,cd58d645-b01e-43dd-ae9f-32dded314175,,,,
255,8aa36733-a962-495e-a969-b991a2f86bf2,,,,
256,ca24da33-5acb-4fb9-8fc8-7985432ad3ca,,,,
257,8206edb4-54f4-4a58-aa6b-f9a3c3c244d4,,,,
258,7fdaf95b-bf89-4de0-80d8-2f5452b9ca94,,,,
259,c36cf018-35fe-4c11-b1d4-ecd3a950dfca,,,,
260,a7e157d1-6d7e-4afa-a70c-0994573b62f6,,,,
261,f52435e8-dc40-4717-b2a3-8bfcd8571106,,,,
262,a1bfba52-3be6-48c8-81b0-30ead9285821,,,,
263,ea685056-5646-466a-a66d-227871add57b,,,,
264,35109565-88d3-40ee-92f2-8fcdda8be499,,,,
265,a3365352-2d25-498c-ba22-68e35cd8d921,,,,
266,19721ad0-fb49-4ce4-8ed5-815bec6a2775,,,,
267,2dd4e435-056a-4546-a722-e14b2f04362e,,,,
268,66673306-34ae-4bde-9c2a-899c8b205b91,,,,
269,517a2310-5584-41c6-bd46-9ec8a8ddd248,,,,
270,8f51cd5f-4ea2-4bbf-a48e-be0f2ac68c2f,,,,
271,a0c3788c-89f4-4aa7-b3c9-4836205b9ac8,,,,
272,2214e89d-0bc5-477c-a9ca-80088b4044e5,,,,
273,fb1dc75e-6bb0-48df-a641-4d0277e3a295,,,,
274,4d917b54-6584-4d39-bf14-b518a58d40cc,,,,
275,46379ecf-3e8a-45e6-8395-30ebd2c3cb1e,,,,
276,fdf95e96-a6fe-47bb-9bbf-bb7d5854abdf,,,,
277,790e3911-1900-4427-80c2-409418f8de7b,,,,
278,32f6f3aa-52eb-464b-bf1f-63baa9b66f5e,,,,
279,5cd80fe1-3ac1-4ed2-b988-df11bc1e0dee,,,,
280,a4713ac9-62cd-4ca9-b5fb-1cc93af83063,,,,
281,3161a687-893a-45c2-8783-0ea2872159c8,,,,
282,e45cf489-e465-4bd9-87c8-d61b9f876651,,,,
283,06f4394a-9f0d-4253-81ea-ea365cd0eb37,,,,
284,64db3c89-cfe1-4fe1-9f83-d12a258bef90,,,,
285,35146a8f-7492-4688-82fb-24560c6baf30,,,,
286,326aa5b4-1f30-43cd-8508-9c0505b30c94,,,,
287,3b41d842-47ea-4ce9-a261-eaaab8c6010e,,,,
288,f6131953-cdb1-4592-8bd5-e81830c78fd9,,,,
289,fc65f9cd-a8f6-4d1e-bc60-c37372282e28,,,,
290,c6f105c7-59e4-4ae3-bf86-d878be925a32,,,,
291,2f6dfa27-07df-4628-a73f-28e934697be3,,,,
292,7f249107-265e-4cb4-b7f4-aee040cde084,,,,
293,d04f14c4-acf6-4b2b-942c-650c4d0beb40,,,,
294,21b653be-561b-4c6a-a0be-e031ed64841a,,,,
295,c64548a6-da40-43c2-aed2-f685d614c547,,,,
296,1129ffa1-f4fc-4425-b151-84d40fc53d85,,,,
297,97a80c8f-4412-4d0d-9420-334e1939f17a,,,,
298,d7d554a3-735c-4433-9dfc-38b59386ef6d,,,,
299,79e3f621-7032-428b-aedb-92001b0c2728,,,,
300,d680d39b-19a5-469f-ad9d-4b3a5799711e,,,,
301,092d535e-84f5-4ecb-8f30-664909b5f426,,,,
302,78424c4b-bddd-4a27-a02e-9207e8ba85bb,,,,
303,894e2037-634d-4e54-8545-2bd44359bf9c,,,,
304,d1d5147e-7b49-4f3f-8720-636a2e95fea6,,,,
305,4dde1e74-309b-4995-b240-31a37b673fb4,,,,
306,6c37d68d-cd36-4ddb-a417-d3a406a1eb11,,,,
307,2572b1af-5a84-4807-87f4-c95196ed2eb5,,,,
308,5f09c39a-871b-4388-9e4c-bf6dd99ba298,,,,
309,bd06e601-f5e7-4846-8bba-1627f142cec9,,,,
310,c6e92b04-075d-467d-b1a1-6876a0d07ac8,,,,
311,be57be6e-9aed-48da-b198-6b7c29a60c53,,,,
312,49a26d42-77a1-4c27-a422-bedf4ecd5811,,,,
313,589a95fa-4c28-4f87-9a56-8534c4b61108,,,,
314,e2c5db7e-0942-4b9c-b15f-3481c90a850e,,,,
315,6a51d5ab-9c8f-4bce-9730-861babec7cec,,,,
316,9b5f8cdc-7508-4f17-980c-1a9adcd217a3,,,,
317,e49c7a30-fbbe-4d27-b667-eeee6ef2f2f9,0.25,0.00,0.00,0.25
318,ff665e5a-ddad-441d-ad19-bce9f838ae39,,,,
319,d408187e-367e-417b-a30e-750dd1d53a72,,,,
320,1d22441b-d1f7-4ad4-b089-862c9b2c4b39,,,,
321,23f45e41-5418-435e-bc45-9c654d310326,,,,
322,a68cfd02-e196-4595-8195-4233c99aaf91,,,,
323,5ad7e172-a3d0-4b06-9e7b-4f8a0c404dee,,,,
324,5d136695-bff9-44bd-b156-168d7e7a666e,,,,
325,12a4fa0f-65b5-4a5c-970a-5e785cde635f,,,,
326,87ea985e-5730-4649-84aa-d7df9f965127,,,,
327,ccec96b5-f638-4833-a46d-e28a5529dd5c,,,,
328,5e22f39c-b0c4-4bfb-8fba-8a4fbf6e0408,,,,
329,a36682b2-d003-48be-8407-6e4f8d57f5c8,,,,
330,efd01f9a-5928-4c96-959e-8925fc9b0b47,,,,
331,a0416fcc-687b-4373-9f4b-b690f1dd6e42,,,,
332,fd8d42f8-a826-4bb6-968b-7f66db245d1b,,,,
333,191677a0-5d53-4117-b755-1bae2093852a,,,,
334,317c3212-2753-400b-9233-1c059fe5f44a,,,,
335,503a2bae-328b-44c8-afa5-b6826e6d6f94,,,,
336,9ce0c06e-a657-40b7-9fa8-25a5b4cbfe87,,,,
337,75b0604a-06f9-49e0-8c68-7274cd486db8,,,,
338,1c53358a-1d83-4ade-8fe7-af3b79656cd0,,,,
339,3e3c8a0e-65dc-4dde-8d37-db74d33e57e3,,,,
340,33c9dcbb-095f-4c0c-b60a-c674cd36ccef,,,,
341,93b20649-9066-49d5-a2a0-a5f8819c3743,,,,
342,9bbdf2eb-434d-457a-8ae3-62d928191327,,,,
343,62b431dc-20f5-4111-96c6-25d60f9e56c8,,,,
344,548356d7-8987-4d2b-a4ff-67e99801c1e9,56.15,30.55,46.48,133.18
345,2641bc75-2416-4fa1-b52b-04156961f585,,,,
346,e4221a2e-15ab-45f8-8be3-3e2cb5ff8ccc,,,,
347,6a141ea7-69b6-4e2d-b601-121eca1e1988,,,,
348,c1ff5ff3-7ec8-4e48-b69e-8e5c4704b4f8,,,,
349,50e53ada-fd7d-4bd9-9519-5c84940884cf,,,,
350,1fa9895c-fc5f-4300-9c62-5a549a159705,,,,
351,89b179f9-7b3f-477d-8cb7-e3eaa7375cbe,,,,
352,565ecfdb-e3a1-4dd0-aade-6d3b761b7a80,,,,
353,1978250e-6375-4688-8e13-91b475d4e057,21.78,-3.57,65.92,84.13
354,6e9b5d92-17fc-43ae-b47c-aa64ccbcb7e9,,,,
355,d6bbab79-ef00-4daa-ae59-480bd2e09c51,,,,
356,17bdca37-47f8-4919-82b2-ab7e8c781ad2,,,,
357,bc1ea689-3fd7-4c7a-89e6-e03a4bd5ae38,,,,
358,a450c263-b096-49ff-beb5-de8a77dfa7ec,,,,
359,550f256b-33eb-4a09-9743-825f26e80626,,,,
360,43f254e6-4b4f-4e30-86c4-bc9def911b96,,,,
361,e830b3d2-ea76-45cc-9a99-70a8d4c22a0a,,,,
362,5c7ca6e0-8438-482c-9f7f-687b9a61ccb2,,,,
363,38e78a73-996a-4937-91b2-c812b7287065,,,,
364,08b70490-4e7b-425b-b801-1f5bbaaae8ce,,,,
365,282a2fe2-054e-4867-970c-0b86486b0c48,,,,
366,ecde1190-225c-40b6-a427-67baba1746ce,,,,
367,e33e80e7-5450-44e9-b1f5-e6460eb4ef32,6.00,0.00,0.08,6.08
368,2a721d91-4830-491b-9127-a61c13d9ccc6,,,,
369,cf503bbc-1eb7-4108-b5e8-1f0b4f804537,,,,
370,ab49309e-90bd-4da0-b15d-9404bf27daf5,,,,
371,7c0952ec-3114-400b-8cc1-5e54f453b8ed,,,,
372,cfbf43bb-b382-49bf-8d4c-98ae0e67f3d4,,,,
373,0ffac482-fbd8-4426-bd6b-9691ca3ad52a,,,,
374,4a7afe67-7281-453d-91c0-dea00608ed12,,,,
375,2b3ce65e-c8d9-4b49-9f29-c748772e0451,,,,
376,abad82d3-b0f3-4bb9-920d-420c73e2b8d2,,,,
377,3a6cafdd-8467-4afe-bb9e-9d380ad62942,,,,
378,daa3a312-247c-4abd-81f1-721ffd63837d,,,,
379,5c1673d9-f07d-4352-a4ff-a3cb2d1d03d1,,,,
380,c99a6bfe-1dbe-4395-a41b-2621e23d57f7,,,,
381,2165c054-fcb6-478e-b222-783a7758f219,,,,
382,33c8bbdc-ae47-4f21-bd4f-d7b8ce1554d5,,,,
383,6ecb5b82-3152-42c8-b9b6-0b3cee4aec46,,,,
384,cdb2cf04-f44d-4bc3-8cf3-7114214fafcd,,,,
385,40424c34-a0b1-4b90-bb87-c9f99e448155,,,,
386,1118fadb-831e-4a27-a2b5-20cb2c3e287e,,,,
387,c5d305ad-8444-4804-8891-818001a2ceb6,,,,
388,1ad31bbb-e0d0-42a9-90fb-ad5a8031e9ee,,,,
389,35b980d3-30f5-4594-99ba-1597d489c20e,,,,
390,9fd09c0f-19a0-438d-8102-c3aa40818ad2,,,,
391,2356d65b-f154-41f6-af13-7032480f4d44,,,,
392,e9384c31-2be3-4580-a256-22ab7e56efad,,,,
393,dc6508d7-91da-4b21-b5c6-6e1348d384b9,,,,
394,99cc233b-693c-4840-9b0e-09c307418b7a,,,,
395,57031d82-2188-42be-bfe2-4619bf521a1a,,,,
396,702aad78-b802-48d0-9dcc-b4f69d7d6826,,,,
397,4551e47e-321a-4444-b3ce-5838f21ae6c4,,,,
398,32c2f96a-47c3-4ac0-9068-a53c5c2ab7dc,,,,
399,aba9e5a6-a612-4f5c-939c-a5f4dc13d480,,,,
400,febbabb5-8c89-4562-a53f-b7b2d1c392b0,,,,
401,c656bf63-54a7-454a-b3c8-e8e1d247db0e,,,,
402,8b3fe37f-b336-47b4-bbae-57bf93d900e3,,,,
403,1b05f634-cb12-4e95-ab65-4324b2029813,,,,
404,434ce81a-bd68-4bff-a598-c8e90c52dfd4,,,,
405,0c7a24d8-9915-42d9-bbf0-6260f0a538bd,,,,
406,cbe1963c-3277-4e25-9980-13b7c281d0bc,,,,
407,a843aadb-75d5-4e81-b041-c26cb5ebbed4,,,,
408,68a0a899-5543-4a4e-9b73-807a99bdb272,,,,
409,78622ebf-f127-4387-9369-8a80fdb5bee8,,,,
410,87423efc-3935-46ac-bd77-df720e0cf31d,,,,
411,2bd1390d-2653-426a-9156-0f79409a1213,,,,
412,ad193f9c-11ad-48db-a910-9052a35aec41,,,,
413,441f2b9e-929d-42aa-a758-41760a632a6a,,,,
414,ee16b8d0-0ddb-4f28-9d74-79a5e1cf9480,,,,
