,user_id,country_cd,gender,nationality,platform_type_name,trading_experience,title,network,bux_account_created_dts,account_type,ams_first_funded_dts,initial_deposit_amount,sum_deposits,cnt_deposits
7085,d5d5a7d2-c3e9-4f94-a0a0-1960b2ea313d,DE,,,iOS,NONE,Rookie Trader,Organic,2017-02-04 11:58:23.285,FUN_BUX,,,,
7086,d5f2dd84-f41a-4226-a765-058682489e5b,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-09 18:47:20.236,FUN_BUX,,,,
7087,d62626e7-3abf-4c98-97c2-ce9c35c16965,DE,,,iOS,NONE,Rookie Trader,Organic,2017-02-08 09:14:05.806,FUN_BUX,,,,
7088,d6268574-d05a-45ad-97aa-981f23ebf0bd,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-01 08:49:39.679,FUN_BUX,,,,
7089,d626db85-fdc1-496e-9e99-5385f93df773,DE,,,iOS,NONE,Rookie Trader,TV,2017-02-07 13:09:45.706,FUN_BUX,,,,
7090,d6440115-91c7-4643-a65c-f4c2e180e8db,DE,,,iOS,NONE,Rookie Trader,TV,2017-02-10 20:26:21.193,FUN_BUX,,,,
7091,d64e1e40-746e-4fc8-847b-44b2537e522f,DE,,,iOS,SOME,Experienced Trader,Viral Invites,2017-02-01 19:11:13.734,FUN_BUX,,,,
7092,d6ac32e9-bd62-4317-8506-8fa15eee05c0,DE,,,iOS,NONE,Rookie Trader,Organic,2017-02-03 22:11:47.936,FUN_BUX,,,,
7093,d6af9b40-1d97-4077-b064-f06d6feeb373,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-07 20:12:45.397,FUN_BUX,,,,
7094,d6bc8c22-d0b2-45e0-bcbb-c936ee745179,DE,MALE,DE,iOS,NONE,Rookie Trader,Appnext,2017-02-08 11:13:49.101,FUN_BUX,,,,
7095,d6e60f76-2aec-44e8-84b7-278762fd9d59,DE,,,iOS,NONE,Rookie Trader,Viral Invites,2017-02-04 11:13:17.914,FUN_BUX,,,,
7096,d77ce67d-92c4-4c7a-8877-cb5276e6896e,DE,,,iOS,SOME,Experienced Trader,TV,2017-02-01 13:48:24.802,FUN_BUX,,,,
7097,d782ea9c-e2d5-44cd-a5fa-44c94a472762,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-07 21:46:59.694,FUN_BUX,,,,
7098,d784124f-8519-46dc-9b7b-a9fd04d2ae14,DE,,,iOS,NONE,Rookie Trader,Organic,2017-02-09 07:14:16.561,FUN_BUX,,,,
7099,d7d6a690-8fb1-4fe0-b07e-6948e41874ea,DE,,,iOS,NONE,Rookie Trader,Viral Invites,2017-02-03 03:03:41.247,FUN_BUX,,,,
7100,d7f4abf1-7f38-417e-b5de-cd7baa961b46,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-01 12:54:42.677,FUN_BUX,,,,
7101,d80531cd-c4b3-4985-879c-717f38a2186b,DE,,,iOS,NONE,Rookie Trader,Instagram Installs,2017-02-05 08:11:18.031,FUN_BUX,,,,
7102,d80f1985-faf2-40d2-b889-f5de33995c6e,DE,,,iOS,NONE,Rookie Trader,Facebook Installs,2017-02-05 19:58:46.418,FUN_BUX,,,,
7103,d874fef0-2d63-4ca7-b1b3-d1cd5504f697,DE,MALE,DE,iOS,NONE,Rookie Trader,Organic,2017-02-08 21:26:54.772,FUN_BUX,2017-02-14 04:51:02.000,50.0000000,50.0000000,1.0
7104,d8796a6e-b036-42f9-b5a7-a37cf2937a4f,DE,,,iOS,NONE,Rookie Trader,Organic,2017-02-07 19:55:36.894,FUN_BUX,,,,
